*HASH_VALUE	title_id	name	women_name
_	gn_bandit_havenofpurity_1	Шайка Безобразников	
_	gn_bandit_havenofpurity_2	Охотники на Хоминов	
_	gn_bandit_havenofpurity_3	Ярость с Небес	
_	gn_bandit_hereticshovel_1	Измерители Канала	
_	gn_bandit_hereticshovel_2	Язычники из Логова	
_	gn_bandit_hereticshovel_3	Страшилы из Логова	
_	gn_bandit_hiddensource_1	Наводящие Порчу	
_	gn_bandit_hiddensource_2	Восставшие из Ада	
_	gn_bandit_hiddensource_3	Проклятие Джены	
_	gn_bandit_imperialdunes_1	Глаз Дракона	
_	gn_bandit_imperialdunes_2	Охотники в Дюнах	
_	gn_bandit_imperialdunes_3	Громилы Пайра	
_	gn_bandit_imperialdunes_4	Язычники Пайра	
_	gn_bandit_knollofdissent_1	Пограничные Рейдеры	
_	gn_bandit_knollofdissent_2	Маги Раскола	
_	gn_bandit_knollofdissent_3	Наездники Высоких Утесов	
_	gn_bandit_knollofdissent_4	Головорезы	
_	gn_bandit_knollofdissent_5	Мусорщики	
_	gn_bandit_knollofdissent_6	Истребители пламени	
_	gn_bandit_knotofdementia_1	Братство Запугивающих	
_	gn_bandit_knotofdementia_2	Шип Зоры	
_	gn_bandit_knotofdementia_3	Прыгуны из Зоры	
_	gn_bandit_lagoonsofloria_1	Сутулые Трясинники	
_	gn_bandit_lagoonsofloria_2	Кинжалы Лагун	
_	gn_bandit_lagoonsofloria_3	Команда Диллера 	
_	gn_bandit_lagoonsofloria_4	Болотная Бригада	
_	gn_bandit_lagoonsofloria_5	Смертельные Красотки 	
_	gn_bandit_lagoonsofloria_6	Семь Грешных клинков	
_	gn_bandit_libertylake_1	Пираты Свободы	
_	gn_bandit_libertylake_2	Живодеры Кристабелла	
_	gn_bandit_libertylake_3	Приятели Ярости 	
_	gn_bandit_maidengrove_1	Банда Тени	
_	gn_bandit_maidengrove_2	Чистильщики равнин 	
_	gn_bandit_maidengrove_3	Озерные бродяги	
_	gn_bandit_majesticgarden_1	Ярость Нэтея	
_	gn_bandit_majesticgarden_2	Волны Прилива	
_	gn_bandit_majesticgarden_3	Хватка Дэвея	
_	gn_bandit_majesticgarden_4	Чародеи из Эвелея	
_	gn_bandit_majesticgarden_5	Губители Пограничья	
_	gn_bandit_nexus_1	Мятежники Запада	
_	gn_bandit_nexus_2	Смотрящие с Вершин	
_	gn_bandit_nexus_3	Душители Нексуса	
_	gn_bandit_nexus_4	Заклинатели Узла	
_	gn_bandit_oflovaksoasis_1	Дыхание Дракона	
_	gn_bandit_oflovaksoasis_2	Всадники-из-Тени	
_	gn_bandit_oflovaksoasis_3	Ангелы Драконова Огня	
_	gn_bandit_oflovaksoasis_4	Бесшабашные Рубаки 	
_	gn_bandit_outlawcanyon_1	Бандиты Каньона	
_	gn_bandit_outlawcanyon_2	Пламя Боя	
_	gn_bandit_outlawcanyon_3	Буканьеры	
_	gn_bandit_sawdustmines_1	Рапиры Винни	
_	gn_bandit_sawdustmines_2	Костоломы	
_	gn_bandit_sawdustmines_3	Бандиты Лесистых Дюн	
_	gn_bandit_the_abyss_of_ichor_1	Торговцы смертью	
_	gn_bandit_the_abyss_of_ichor_2	Плачущие убийцы	
_	gn_bandit_the_abyss_of_ichor_3	Стражи Сэпа	
_	gn_bandit_the_abyss_of_ichor_4	Мародеры	
_	gn_bandit_the_elusive_forest_1	Белокурые бестии	
_	gn_bandit_the_elusive_forest_2	Смуглокожие Наемники	
_	gn_bandit_the_elusive_forest_3	Зеленое Бедствие	
_	gn_bandit_the_land_of_continuty_1	Обитатели Тени	
_	gn_bandit_the_land_of_continuty_2	Принцы Изначальных Корней	
_	gn_bandit_the_land_of_continuty_3	Чудаки-Пещерники	
_	gn_bandit_the_land_of_continuty_4	Драконистые Парни 	
_	gn_bandit_the_land_of_continuty_5	Крепкие орешки	
_	gn_bandit_the_sunken_city_1	Сестры по оружию	
_	gn_bandit_the_sunken_city_2	Гремучие змеи	
_	gn_bandit_the_sunken_city_3	Потрошители	
_	gn_bandit_the_sunken_city_4	Любители Гуу	
_	gn_bandit_the_trench_of_trials_1	Запальщики	
_	gn_bandit_the_trench_of_trials_2	Язычники с холмов	
_	gn_bandit_the_trench_of_trials_3	Оседлавшие Гигантов	
_	gn_bandit_the_under_spring_1	Линчеватели из Подземелий	
_	gn_bandit_the_under_spring_2	Фанатики Кукки	
_	gn_bandit_the_under_spring_3	Зловещие Стэйвоны	
_	gn_bandit_the_under_spring_4	Банда Глушителей	
_	gn_bandit_the_windy_gate_1	Крошки Сердцееды	
_	gn_bandit_the_windy_gate_2	Чистильщики Ветреных Врат	
_	gn_bandit_the_windy_gate_3	Ловцы Призраков	
_	gn_bandit_thefount_1	Праккеры 	
_	gn_bandit_thefount_2	Старики с Родника 	
_	gn_bandit_thefount_3	Флибустьеры Родника	
_	gn_bandit_thefount_4	Рейнджеры Cвободы	
_	gn_bandit_thesavagedunes_1	Грешники из Чащоб	
_	gn_bandit_thesavagedunes_2	Беспощадные Рубаки	
_	gn_bandit_thesavagedunes_3	Кинжалы Каналов	
_	gn_bandit_thesavagedunes_4	Мошенники Фессоса	
_	gn_bandit_thescorchedcorridor_1	Маньяки Подземелий	
_	gn_bandit_thescorchedcorridor_2	Туннельные Псы	
_	gn_bandit_thescorchedcorridor_3	Бродяги из Подворотни	
_	gn_bandit_thevoid_1	Мятежники Подземного леса	
_	gn_bandit_thevoid_2	Хватающие Гуу	
_	gn_bandit_thevoid_3	Злодеи Великой Пустоты	
_	gn_bandit_upperbog_1	Загребающие Сэп	
_	gn_bandit_upperbog_2	Засадный полк	
_	gn_bandit_upperbog_3	Разбойники Сталии	
_	gn_bandit_windsofmuse_1	Акробаты Муз	
_	gn_bandit_windsofmuse_2	Дубильщики утесов	
_	gn_bandit_windsofmuse_3	Грабители Муз	
_	gn_bandit_windsofmuse_4	Злые Ветры Запада	
_	gn_class_apprentice_trader	Подмастерье торговца	
_	gn_class_arcane_apprentice	Старший элитный маг	
_	gn_class_arcane_master	Опытный элитный маг	
_	gn_class_archery_lord	Опытный сильный стрелок	
_	gn_class_archery_master	Старший сильный стрелок	
_	gn_class_archery_recruit	Младший сильный стрелок	
_	gn_class_assassin	Младший мощный стрелок	
_	gn_class_bodyguard	Телохранитель	
_	gn_class_bowmen	Младший обычный стрелок	
_	gn_class_captain	Старший воин-мастер	
_	gn_class_charm_adept	Младший мощный маг	
_	gn_class_charm_expert	Старший мощный маг	
_	gn_class_cleric	Опытный элитный целитель	
_	gn_class_conjurer	Опытный сильный маг	
_	gn_class_conscript	Младший обычный воин	
_	gn_class_cure_adept	Младший мастер исцеления	
_	gn_class_cure_expert	Опытный мастер исцеления	
_	gn_class_cure_master	Старший мастер исцеления	
_	gn_class_elite	Младший элитный воин	
_	gn_class_executionner	Старший мощный стрелок	
_	gn_class_expert	Старший элитный воин	
_	gn_class_fighter	Старший мощный воин	
_	gn_class_forager	Добытчик	
_	gn_class_healing_apprentice	Младший обычный целитель	
_	gn_class_legionnaire	Младший мощный воин	
_	gn_class_life_surgeon	Старший элитный целитель	
_	gn_class_magician	Опытный мастер магии	
_	gn_class_major	Младший воин-мастер	
_	gn_class_medic	Старший сильный целитель	
_	gn_class_milician	Надзиратель	
_	gn_class_mystical_adept	Младший мастер магии	
_	gn_class_mystical_expert	Старший мастер магии	
_	gn_class_noble	Товарищ	
_	gn_class_priest	Младший элитный целитель	
_	gn_class_private	Старший сильный воин	
_	gn_class_professional	Опытный мощный стрелок	
_	gn_class_range_adept	Опытный обычный стрелок	
_	gn_class_range_master	Опытный элитный стрелок	
_	gn_class_recruit	Старший обычный воин	
_	gn_class_ritual_master	Опытный сильный целитель	
_	gn_class_sergent	Опытный мощный воин	
_	gn_class_shaman	Младший сильный целитель	
_	gn_class_shooting_elite	Младший элитный стрелок	
_	gn_class_shooting_lord	Старший элитный стрелок	
_	gn_class_soldier	Опытный обычный воин	
_	gn_class_sorcerer	Младший элитный маг	
_	gn_class_sorcery_apprentice	Младший сильный маг	
_	gn_class_sorcery_master	Старший сильный маг	
_	gn_class_spellcaster	Младший сильный маг	
_	gn_class_throwing_adept	Младший стрелок-мастер	
_	gn_class_throwing_expert	Старший стрелок-мастер	
_	gn_class_throwing_master	Опытный стрелок-мастер	
_	gn_class_trader	Исследователь	
_	gn_class_traveler	Путешественник	
_	gn_class_treat_adept	Старший мощный целитель	
_	gn_class_treat_apprentice	Младший мощный целитель	
_	gn_class_trooper	Младший сильный воин	
_	gn_class_warchief	Опытный воин-мастер	
_	gn_class_warlock	Опытный мощный маг	
_	gn_class_warlord	Опытный элитный воин	
_	gn_class_warmaster	Военачальник	
_	gn_class_warrior	Опытный сильный воин	
_	gn_darkeningsap_static_guard_5	Гвардеец	
_	gn_forager	Добытчик	
_	gn_fraharhunters_guards_w_10	Мощный гвардеец	
_	gn_fyros_defender	Защитник файросов	
_	gn_fyros_officer	Офицер файросов	
_	gn_green_seed_noble	Военный вождь	
_	gn_green_seed_volunteer	Волонтер	
_	gn_guard_inv_1	Гвардеец	
_	gn_guard_inv_2	Гвардеец	
_	gn_kami_sentinel	Страж Ками	
_	gn_karavan_guard_h_1	Страж Каравана	
_	gn_karavan_guardian	Страж Каравана	
_	gn_levier_volunteer	Волонтер	
_	gn_leviers_noble	Военный вождь	
_	gn_matis_officer	Офицер матисов	
_	gn_matis_voluteer	Защитник матисов	
_	gn_mystical__adept	Младший мастер магии	
_	gn_professionnal	Опытный мощный стрелок	
_	gn_zorai_officer	Офицер Зораи	
_	gn_zorai_voluteer_f	Защитник Зораи	
_	fct_steward	 (Распорядитель)	
_	fct_k_pactgiver	 (Телепортатор Ками)	
_	fct_kv_pactgiver	 (Телепортатор Каравана)	
_	fct_kitin_mg_1	 (Дозорный)	
_	fct_kitin_mg_2	 (Дозорный)	
_	fct_kitin_mg_3	 (Дозорный)	
_	fct_kitin_mg_4	 (Дозорный)	
_	fct_goo_obs	 (часовой Гуу)	
_	fct_bg	 (Телохранитель)	
_	fct_kami_adept	 (Адепт Ками)	
_	fct_larmor_merchant	 (Торговец легкими доспехами)	
_	fct_marmor_merchant	 (Торговец средними доспехами)	
_	fct_harmor_merchant	 (Торговец тяжелыми доспехами)	
_	fct_ctool_merchant	 (Торговец инструментами ремесла)	
_	fct_ttool_merchant	 (Торговец инструментами приручения)	
_	fct_htool_merchant	(Торговец инструментами добычи)	
_	fct_shield_merchant	(Торговец щитами)	
_	fct_ammo_merchant	 (Торговец зарядами)	
_	fct_rangeweapon_merchant	(Торговец оружием дальнего боя)	
_	fct_meleeweapon_merchant	(Торговец оружием ближнего боя)	
_	fct_stableboy_merchant	(Конюх)	
_	fct_rm_merchant	(Торговец сырьем)	
_	fct_jewel_merchant	(Торговец украшениями)	
_	fct_tool_merchant	(Торговец инструментами)	
_	fct_plarmor_merchant	 (Light Armor Composition Merchant)	
_	fct_pmarmor_merchant	 (Medium Armor Composition Merchant)	
_	fct_pharmor_merchant	 (Heavy Armor Composition Merchant)	
_	fct_parmor_merchant	 (Armor Composition Merchant)	
_	fct_pctool_merchant	 (Crafting Tool Composition Merchant)	
_	fct_pttool_merchant	 (Taming Tool Composition Merchant)	
_	fct_phtool_merchant	 (Collecting Tool Composition Merchant)	
_	fct_ptool_merchant	 (Tool Composition Merchant)	
_	fct_pshield_merchant	 (Shield Composition Merchant)	
_	fct_pammo_merchant	 (Ammo Composition Merchant)	
_	fct_prangeweapon_merchant	 (Range Weapon Composition Merchant)	
_	fct_pmeleeweapon_merchant	 (Melee Weapon Composition Merchant)	
_	fct_prm_merchant	 (Raw Material Composition Merchant)	
_	fct_pjewel_merchant	 (Jewel Composition Merchant)	
_	fct_mf_welcomer	(Представитель гильдии фехтовальщиков)	
_	fct_rf_welcomer	(Представитель гильдии стрелков)	
_	fct_mh_welcomer	(Представитель гильдии целителей)	
_	fct_mb_welcomer	(Представитель гильдии магов поддержки)	
_	fct_ma_welcomer	(Представитель гильдии боевых магов)	
_	fct_t_welcomer	(Представитель гильдии торговцев)	
_	fct_h_welcomer	(Представитель гильдии рейнджеров)	
_	fct_f_welcomer	(Представитель гильдии ремесленников)	
_	fct_welcomer	(Представитель гильдии)	
_	fct_p_caretaker	(Управляющий частным владением)	
_	fct_g_caretaker	(Управляющий владениями гильдии)	
_	fct_caretaker	(Управляющий)	
_	fct_mf_chief	(Предводитель гильдии фехтовальщиков)	
_	fct_rf_chief	(Предводитель гильдии стрелков)	
_	fct_mh_chief	(Предводитель гильдии целителей)	
_	fct_mb_chief	(Предводитель гильдии магов поддержки)	
_	fct_ma_chief	(Предводитель гильдии боевых магов)	
_	fct_t_chief	(Предводитель гильдии торговцев)	
_	fct_h_chief	(Предводитель гильдии добытчиков)	
_	fct_f_chief	(Предводитель гильдии ремесленников)	
_	fct_mission_officer	(Рекрутер на задания)	
_	fct_mv_guard	 (Стража Ирканиса)	
_	fct_mv_guardchief	 (Начальник стражи Ирканиса)	
_	fct_ma_guard	 (Стража Нэтея)	
_	fct_ma_guardchief	 (Начальник стражи Нэтея)	
_	fct_mb_guard	 (Стража Дэвея)	
_	fct_mb_guardchief	 (Начальник стражи Дэвея)	
_	fct_mc_guard	 (Стража Эвэлея)	
_	fct_mc_guardchief	 (Начальник стражи Эвэлея)	
_	fct_mf_guard	 (Пограничная стража)	
_	fct_tax_collector	 (Сборщик податей)	
_	fct_tribe_chief	 (Вождь племени)	
_	fct_barman	 (Бармен)	
_	fct_mayor	 (Мэр)	
_	fct_amayor	 (Помощник мэра)	
_	fct_natae_chief	 (Староста Нэтея)	
_	fct_davae_chief	 (Староста Дэвэя)	
_	fct_avalae_chief	 (Староста Эвэлея)	
_	fct_counselor	 (Советник короля)	
_	fct_cutthroat	 (Матис головорез)	
_	fct_bandit_chief	 (Главарь банды)	
_	fct_mv_intendant	 (Интендант Ирканиса)	
_	fct_ma_intendant	 (Интендант Нэтея)	
_	fct_mb_intendant	 (Интендант Дэвея)	
_	fct_mc_intendant	 (Интендант Эвэлея)	
_	fct_zv_intendant	 (Интендант Зоры)	
_	fct_za_intendant	 (Интендант Джен-Лай)	
_	fct_zb_intendant	 (Интендант Мин-Хо)	
_	fct_zc_intendant	 (Интендант Хоа-Шо)	
_	fct_fv_intendant	 (Интендант Пайра)	
_	fct_fa_intendant	 (Интендант Фессоса)	
_	fct_fb_intendant	 (Интендант Дайрона)	
_	fct_tv_intendant	 (Интендант Фэрхевена)	
_	fct_ta_intendant	 (Интендант Виндермеера)	
_	fct_tc_intendant	 (Интендант Кристабелла)	
_	fct_tb_intendant	 (Интендант Эвендейла)	
_	fct_zv_guard	 (Стража Зоры)	
_	fct_zv_guardchief	 (Начальник стражи Зоры)	
_	fct_za_guard	 (Стража Джен-Лай)	
_	fct_za_guardchief	 (Начальник стражи Джен-Лай)	
_	fct_zb_guard	 (Стража Мин-Хо)	
_	fct_zb_guardchief	 (Начальник стражи Мин-Хо)	
_	fct_zc_guard	 (Стража Хоа-Шо)	
_	fct_zc_guardchief	 (Начальник стражи Хоа-Шо)	
_	fct_fv_guard	 (Стража Пайра)	
_	fct_fv_guardchief	 (Начальник стражи  Пайра)	
_	fct_fv_rookieguard	 (Новобранец стражи Пайра)	
_	fct_fa_guardchief	 (Начальник стражи Фессоса)	
_	fct_fa_guard	 (Стража Зоры)	
_	fct_fb_guardchief	 (Начальник стражи Дайрона)	
_	fct_fb_guard	 (Стража Дайрона)	
_	fct_ff_guard	(Пограничная стража)	
_	fct_tv_guard	(Стража Фэрхевена)	
_	fct_tv_guardchief	 (Начальник стражи Фэрхевена)	
_	fct_ta_guard	 (Стража Виндермеера)	
_	fct_ta_guardchief	 (Начальник стражи Виндермеера)	
_	fct_tc_guard	 (Стража Кристабелла)	
_	fct_tc_guardchief	(Начальник стражи Кристабелла)	
_	fct_tb_guard	(Стража Эвендейла)	
_	fct_tb_guardchief	(Начальник стражи Эвендейла)	
_	fct_zf_guard	(Пограничная стража)	
_	fct_stablegirl_merchant	(Конюх)	
_	fct_barmaid	(Официантка)	
_	fct_civil		
_	fct_sage	 (Мудрец)	
_	fct_craftsman	 (Ремесленник)	
_	fct_supplier	 (Фуражир)	
_	fct_hunter	 (Охотник)	
_	fct_hunter_chief	 (Предводитель охотников)	
_	fct_bandit	 (Разбойник)	
_	fct_actor	 (Актер)	
_	fct_actress	 (Актриса)	
_	fct_kami_master	 (Мастер Ками)	
_	fct_karavan_officer	 (Офицер Каравана)	
_	fct_newb_welcomer	 (Глашатай)	
_	fct_newb_a	 (Стража Сталли)	
_	fct_newb_a_chief	 (Начальник стражи Сталли)	
_	fct_newb_b	 (Стража Бореи)	
_	fct_newb_b_chief	 (Начальник стражи Бореи)	
_	fct_newb_c	 (Стража Нистии)	
_	fct_newb_c_chief	 (Начальник стражи Нистии)	
_	fct_newb_d	 (Стража Росилио)	
_	fct_newb_d_chief	 (Начальник стражи Росилио)	
_	fct_newb_e	 (Стража Миани)	
_	fct_newb_e_chief	 (Начальник стражи Миани)	
_	fct_newb_za	 (Стража Квай-Ло)	
_	fct_newb_za_chief	 (Начальник стражи Квай-Ло)	
_	fct_newb_zc	 (Стража Нен-Ксинга)	
_	fct_newb_zc_chief	 (Начальник стражи Нен-Ксинга)	
_	fct_newb_zb	 (Стража Шенг-Во)	
_	fct_newb_zb_chief	 (Начальник стражи Шенг-Во)	
_	fct_newb_ze	 (Стража Йин-Панга)	
_	fct_newb_ze_chief	 (Начальник стражи Йин-Панга)	
_	fct_newb_zd	 (Стража Кои-Зуна)	
_	fct_newb_zd_chief	 (Начальник стражи Кои-Зуна)	
_	fct_newb_fa	 (Стража Аэгуса)	
_	fct_newb_fa_chief	 (Начальник стражи Аэгуса)	
_	fct_newb_fc	 (Стража Сековикса)	
_	fct_newb_fc_chief	 (Начальник стражи Сековикса)	
_	fct_newb_fb	 (Стража Каэмона)	
_	fct_newb_fb_chief	 (Начальник стражи Каэмона)	
_	fct_newb_fe	 (Стража Галэмуса)	
_	fct_newb_fe_chief	 (Начальник стражи Галэмуса)	
_	fct_newb_fd	 (Стража Фиксона)	
_	fct_newb_fd_chief	 (Начальник стражи Фиксона)	
_	fct_newb_ta	 (Стража Обермаута)	
_	fct_newb_ta_chief	 (Начальник стражи Обермаута)	
_	fct_newb_tb	 (Стража Баркделла)	
_	fct_newb_tb_chief	 (Начальник стражи Баркделла)	
_	fct_newb_tc	 (Стража Хобвэлли)	
_	fct_newb_tc_chief	 (Начальник стражи Хобвэлли)	
_	fct_newb_td	 (Стража Уэвертона)	
_	fct_newb_td_chief	 (Начальник стражи Уэвертона)	
_	fct_newb_te	 (Стража Динглтона)	
_	fct_newb_te_chief	 (Начальник стражи Динглтона)	
_	fct_registar	 (Секретарь гильдии)	
_	fct_ins_f	 (Инструктор по ведению боя)	
_	fct_ins_m	 (Инструктор по магии)	
_	fct_ins_r	 (Инструктор по ремеслу)	
_	fct_ins_h	 (Инструктор по добыче ресурсов)	
_	fct_mf_rolemaster	 (Melee Fighter Guild Rolemaster)	
_	fct_rf_rolemaster	 (Range Fighter Guild Rolemaster)	
_	fct_c_rolemaster	 (Fighter Guild Rolemaster)	
_	fct_mh_rolemaster	 (Healer Caster Guild Rolemaster)	
_	fct_mb_rolemaster	 (Buffer Caster Guild Rolemaster)	
_	fct_ma_rolemaster	 (Attack Caster Guild Rolemaster)	
_	fct_m_rolemaster	 (Magic Guild Rolemaster)	
_	fct_t_rolemaster	 (Merchant Guild Rolemaster)	
_	fct_h_rolemaster	 (Harvester Guild Rolemaster)	
_	fct_f_rolemaster	 (Crafter Guild Rolemaster)	
_	fct_f_trainer	 (Наставник воинов)	
_	fct_m_trainer	 (Наставник магов)	
_	fct_c_trainer	 (Наставник ремесленников)	
_	fct_h_trainer	 (Наставник добытчиков)	
_	fct_f_guild_trainer	(Наставник ведения боя гильдии)	
_	fct_m_guild_trainer	(Наставник по магии гильдии)	
_	fct_c_guild_trainer	(Наставник по ремеслам гильдии)	
_	fct_h_guild_trainer	(Наставник по добыче ресурсов гильдии)	
_	fct_guild_we	 (Глашатай)	
_	fct_guild_rm_craft	 (Craft Rolemaster)	
_	fct_guild_rm_fight	 (Fight Rolemaster)	
_	fct_guild_rm_magic	 (Magic Rolemaster)	
_	fct_scout	 (Лазутчик)	
_	fct_ambassador	 (Посланник)	
_	fct_corporal	 (Капрал)	
_	fct_sergent	 (Сержант)	
_	fct_captain	 (Капитан)	
_	fct_city_welcomer	 (Глашатай города)	
_	fct_village_welcomer	 (Глашатай деревни)	
_	fct_foreman_apprentice	 (Помощник смотрителя)	
_	fct_foreman	 (Смотритель)	
_	fct_foreman_master	 (Старший смотритель)	
_	fct_hawker	 (Коробейник)	
_	fct_journeyman	 (Рабочий)	
_	fct_kami_ambassador	 (Посланник Ками)	
_	fct_kami_welcomer	 (Глашатай Ками)	
_	fct_karavan_ambassador	 (Посланник Каравана)	
_	fct_karavan_agent	 (Агент Каравана)	
_	fct_karavan_welcomer	 (Глашатай Каравана)	
_	fct_local_messenger	 (Местный гонец)	
_	fct_frontiers_messenger	 (Пограничный гонец)	
_	fct_outlands_messenger	 (Гонец в пустоши)	
_	fct_patrolman	 (Патрульный)	
_	fct_prospector	 (Старатель)	
_	fct_tribe_welcomer	 (Глашатай племени)	
_	fct_local_supplier	 (Местный поставщик)	
_	fct_frontiers_supplier	 (Пограничный поставщик)	
_	fct_outlands_supplier	 (Поставщик из пустошей)	
_	fct_outpost_steward	 (Управляющий заставы)	
_	fct_outpost_steward_tribe	 (Управляющий заставы племени)	
_	fct_outpost_officer	 (Предводитель заставы)	
_	fct_outpost_officer_tribe	 (Предводитель заставы племени)	
_	Refugee	Выживший	Выжившая
_	Homin	Хомин	Хомин
_	Novice_Artisan	Начинающий ремесленник	Начинающая ремесленница
_	Novice_Warrior	Начинающий боец	Начинающая воительница
_	Novice_Harvester	Начинающий добытчик	Начинающая добытчица
_	Novice_Magician	Начинающий маг	Начинающая волшебница
_	Artisan_Apprentice	Подмастерье ремесленника	Подмастерье ремесленника
_	Warrior_Apprentice	Ученик воина	Ученица воина
_	Magician_Apprentice	Ученик мага	Ученица мага
_	Fyros_Artisan_Apprentice	Подмастерье ремесленника файросов	Подмастерье ремесленника файросов
_	Matis_Artisan_Apprentice	Подмастерье ремесленника матисов	Подмастерье ремесленника матисов
_	Tryker_Artisan_Apprentice	Подмастерье ремесленника трайкеров	Подмастерье ремесленника трайкеров
_	Zorai_Artisan_Apprentice	Подмастерье ремесленника Зораи	Подмастерье ремесленника Зораи
_	Melee_Warrior_Apprentice	Подмастерье бойца ближнего боя	Подмастерье бойца ближнего боя
_	Sniper_Apprentice	Подмастерье снайпера	Подмастерье снайпера
_	Fyros_Armorer_Apprentice	Доспехи файросов: Ученик	Доспехи файросов: Ученица
_	Fyros_Jeweler_Apprentice	Украшения файросов: Ученик	Украшения файросов: Ученица
_	Fyros_Weapon_Smith_Apprentice	Оружие файросов: Ученик	Оружие файросов: Ученица
_	Fyros_Munitioner_Apprentice	Заряды файросов: Ученик	Заряды файросов: Ученица
_	Fyros_Gun_Smith_Apprentice	Стрелковое оружие файросов: Ученик	Стрелковое оружие файросов: Ученица
_	Fyros_Shield_Smith_Apprentice	Щиты файросов: Ученик	Щиты файросов: Ученица
_	Matis_Armorer_Apprentice	Доспехи матисов: Ученик	Доспехи матисов: Ученица
_	Matis_Jeweler_Apprentice	Украшения матисов: Ученик	Украшения матисов: Ученица
_	Matis_Weapon_Smith_Apprentice	Оружие матисов: Ученик	Оружие матисов: Ученица
_	Matis_Munitioner_Apprentice	Заряды матисов: Ученик	Заряды матисов: Ученица
_	Matis_Gun_Smith_Apprentice	Стрелковое оружие матисов: Ученик	Стрелковое оружие матисов: Ученица
_	Matis_Shield_Smith_Apprentice	Щиты матисов: Ученик	Щиты матисов: Ученица
_	Tryker_Armorer_Apprentice	Доспехи трайкеров: Ученик	Доспехи трайкеров: Ученица
_	Tryker_Jeweler_Apprentice	Украшения трайкеров: Ученик	Украшения трайкеров: Ученица
_	Tryker_Weapon_Smith_Apprentice	Оружие трайкеров: Ученик	Оружие трайкеров: Ученица
_	Tryker_Munitioner_Apprentice	Заряды трайкеров: Ученик	Заряды трайкеров: Ученица
_	Tryker_Gun_Smith_Apprentice	Стрелковое оружие трайкеров: Ученик	Стрелковое оружие трайкеров: Ученица
_	Tryker_Shield_Smith_Apprentice	Щиты трайкеров: Ученик	Щиты трайкеров: Ученица
_	Zorai_Armorer_Apprentice	Доспехи Зораи: Ученик	Доспехи Зораи: Ученица
_	Zorai_Jeweler_Apprentice	Украшения Зораи: Ученик	Украшения Зораи: Ученица
_	Zorai_Weapon_Smith_Apprentice	Оружие Зораи: Ученик	Оружие Зораи: Ученица
_	Zorai_Munitioner_Apprentice	Заряды Зораи: Ученик	Заряды Зораи: Ученица
_	Zorai_Gun_Smith_Apprentice	Стрелковое оружие Зораи: Ученик	Стрелковое оружие Зораи: Ученица
_	Zorai_Shield_Smith_Apprentice	Щиты Зораи: Ученик	Щиты Зораи: Ученица
_	Melee_Warrior	Боец ближнего боя	Боец ближнего боя
_	Range_Fighter	Боец дальнего боя	Боец дальнего боя
_	Light_Armsman	Легкий фехтовальщик	Легкий фехтовальщик
_	Heavy_Armsman	Тяжелый фехтовальщик	Тяжелый фехтовальщик
_	Gunman	Стрелок	Стрелок
_	Heavy_Gunman	Тяжелый стрелок	Тяжелый стрелок
_	Advanced_Gunman	Продвинутый стрелок	Продвинутый стрелок
